entidad_a,enticve1,numeral,nombre1,sexostt,sexos1,sexos2
2,02,2,SECRETARIA GENERAL DE GOBIERNO,749,307,442
2,02,3,SECRETARIA DE HACIENDA,2009,948,1061
2,02,4,SECRETARIA DE LA HONESTIDAD Y LA FUNCION PUBLICA,140,67,73
2,02,5,SECRETARIA DE INFRAESTRUCTURA DESARROLLO URBANO Y REORDENACION TERRITORIAL,301,204,97
2,02,6,SECRETARIA DE ECONOMIA SUSTENTABLE Y TURISMO,197,99,98
2,02,7,SECRETARIA DEL CAMPO Y LA SEGURIDAD ALIMENTARIA,146,88,58
2,02,8,SECRETARIA DE EDUCACION,16997,5782,11215
2,02,9,SECRETARIA DE INTEGRACION Y BIENESTAR SOCIAL,174,89,85
2,02,10,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,316,131,185
2,02,11,SECRETARIA DE CULTURA,6,3,3
2,02,12,SECRETARIA DE SALUD,0,0,0
2,02,13,SECRETARIA PARA EL MANEJO SANEAMIENTO Y PROTECCION DEL AGUA,4,1,3
2,02,14,ADMINISTRADORA DE LA VIA CORTA TIJUANA TECATE,19,12,7
2,02,15,CENTRO DE JUSTICIA PARA LAS MUJERES,16,2,14
2,02,16,CENTRO METROPOLITANO DE CONVENCIONES TIJUANA PLAYAS DE ROSARITO TECATE,11,6,5
2,02,17,COLEGIO DE BACHILLERES DEL ESTADO DE BAJA CALIFORNIA,2248,1131,1117
2,02,18,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE BAJA CALIFORNIA,559,287,272
2,02,19,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE BAJA CALIFORNIA,2234,1182,1052
2,02,20,COMISION DE ARBITRAJE MEDICO DEL ESTADO DE BAJA CALIFORNIA,8,5,3
2,02,21,COMISION ESTATAL DE ENERGIA DE BAJA CALIFORNIA,19,12,7
2,02,22,COMISION ESTATAL DEL AGUA,166,148,18
2,02,23,COMISION ESTATAL DE SERVICIOS PUBLICOS DE ENSENADA,663,547,116
2,02,24,COMISION ESTATAL DE SERVICIOS PUBLICOS DE MEXICALI,1263,1005,258
2,02,25,COMISION ESTATAL DE SERVICIOS PUBLICOS DE TECATE,196,151,45
2,02,26,COMISION ESTATAL DE SERVICIOS PUBLICOS TIJUANA,1708,1332,376
2,02,27,COMISION ESTATAL DEL SISTEMA PENITENCIARIO,1893,1176,717
2,02,28,COMITE DE PLANEACION PARA EL DESARROLLO DEL ESTADO DE BAJA CALIFORNIA,22,8,14
2,02,29,FIDEICOMISO FONDO DE GARANTIAS COMPLEMENTARIAS Y CREDITOS PUENTE,13,8,5
2,02,30,FIDEICOMISO PUBLICO DE ADMINISTRACION DE FONDOS E INVERSION DEL TRAMO CARRETERO CENTINELA RUMOROSA,125,78,47
2,02,31,FIDEICOMISO PUBLICO PARA LA PROMOCION TURISTICA DEL ESTADO,10,3,7
2,02,32,FIDEICOMISO SAN MAR,0,0,0
2,02,33,INSTITUTO CONTRA LAS ADICCIONES DE BAJA CALIFORNIA,136,31,105
2,02,34,INSTITUTO DE ADMINISTRACION DE BIENES PARA LA RESTITUCION SOCIAL Y BIENES ASEGURADOS,31,14,17
2,02,35,INSTITUTO DE CAPACITACION DE ALTA TECNOLOGIA,12,5,7
2,02,36,INSTITUTO DE CULTURA DE BAJA CALIFORNIA,316,177,139
2,02,37,INSTITUTO DE IDENTIDAD VEHICULAR Y COMBATE A LA CONTAMINACION,98,45,53
2,02,38,INSTITUTO DE LA INFRAESTUCTURA FISICA EDUCATIVA DE BAJA CALIFORNIA,65,32,33
2,02,39,INSTITUTO DE LA JUVENTUD DE BAJA CALIFORNIA,102,66,36
2,02,40,INSTITUTO DE LA MUJER PARA EL ESTADO DE BAJA CALIFORNIA,23,5,18
2,02,41,INSTITUTO DE MOVILIDAD SUSTENTABLE DEL ESTADO DE BAJA CALIFORNIA,239,163,76
2,02,42,INSTITUTO DE PSIQUIATRIA DEL ESTADO DE BAJA CALIFORNIA,229,104,125
2,02,43,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL GOBIERNO Y MUNICIPOS DE BAJA CALIFORNIA,1827,760,1067
2,02,44,INSTITUTO DE SERVICIOS DE SALUD PUBLICA DEL ESTADO DE BAJA CALIFORNIA,8089,3075,5014
2,02,45,INSTITUTO DE SERVICIOS EDUCATIVOS Y PEDAGOGICOS DE BAJA CALIFORNIA,22067,7197,14870
2,02,46,INSTITUTO DEL DEPORTE Y LA CULTURA FISICA DE BAJA CALIFORNIA,366,253,113
2,02,47,INSTITUTO PARA EL DESARROLLO INMOBILIARIO Y DE LA VIVIENDA PARA EL ESTADO DE BAJA CALIFORNIA,201,114,87
2,02,48,JUNTA DE URBANIZACION DEL ESTADO DE BAJA CALIFORNIA,67,33,34
2,02,49,PROMOTORA DEL DESARROLLO URBANO DE TIJUANA,0,0,0
2,02,50,SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCION,7,5,2
2,02,51,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DE BAJA CALIFORNIA,1057,368,689
2,02,52,UNIDAD DE ESPECIALIDADES MEDICAS DE BAJA CALIFORNIA,384,130,254
2,02,53,UNIVERSIDAD POLITECNICA DE BAJA CALIFORNIA,182,100,82
2,02,54,UNIVERSIDAD TECNOLOGICA DE TIJUANA,374,202,172
3,03,1,JEFATURA DE LA OFICINA DEL EJECUTIVO,107,57,50
3,03,2,SECRETARIA GENERAL DE GOBIERNO,275,163,112
3,03,3,SECRETARIA DE FINANZAS Y ADMINISTRACION,1214,610,604
3,03,4,SECRETARIA DE PLANEACION URBANA INFRAESTRUCTURA MOVILIDAD MEDIO AMBIENTE Y RECURSOS NATURALES,218,154,64
3,03,5,SECRETARIA DE EDUCACION PUBLICA,12535,4622,7913
3,03,6,SECRETARIA DE TURISMO Y ECONOMIA,119,57,62
3,03,7,SECRETARIA DE SALUD,3734,1539,2195
3,03,8,SECRETARIA DE PESCA ACUACULTURA Y DESARROLLO AGROPECUARIO,123,80,43
3,03,9,SECRETARIA DEL TRABAJO BIENESTAR Y DESARROLLO SOCIAL,211,99,112
3,03,10,PROCURADURIA GENERAL DE JUSTICIA,1205,638,567
3,03,11,CONTRALORIA GENERAL,86,32,54
3,03,12,SECRETARIA DE SEGURIDAD PUBLICA,1453,823,630
3,03,13,COLEGIO DE BACHILLERES DEL ESTADO DE BAJA CALIFORNIA SUR,638,344,294
3,03,14,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO,797,433,364
3,03,15,INSTITUTO TECNOLOGICO SUPERIOR DE CIUDAD CONSTITUCION,163,93,70
3,03,16,INSTITUTO TECNOLOGICO SUPERIOR DE LOS CABOS,197,102,95
3,03,17,INSTITUTO TECNOLOGICO SUPERIOR DE MULEGE,126,68,58
3,03,18,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA,170,86,84
3,03,19,INSTITUTO SUDCALIFORNIANO DE LA INFRAESTRUCTURA FISICA EDUCATIVA,74,45,29
3,03,20,INSTITUTO ESTATAL DE EDUCACION PARA LOS ADULTOS,112,48,64
3,03,21,CONSEJO SUDCALIFORNIANO DE CIENCIA Y TECNOLOGIA,10,5,5
3,03,22,BENEMERITA ESCUELA NORMAL URBANA PROFESOR DOMINGO CARBALLO FELIX,145,68,77
3,03,23,UNIVERSIDAD TECNOLOGICA DE LA PAZ,70,37,33
3,03,24,INSTITUTO DE SERVICIOS DE SALUD,0,0,0
3,03,25,COMISION ESTATAL PARA LA PROTECCION CONTRA RIESGOS SANITARIOS,0,0,0
3,03,26,INSTITUTO DE SALUD PARA EL BIENESTAR,0,0,0
3,03,27,JUNTA ESTATAL DE CAMINOS,170,129,41
3,03,28,COMISION ESTATAL DEL AGUA,30,18,12
3,03,29,INSTITUTO DE VIVIENDA DE BAJA CALIFORNIA SUR,39,17,22
3,03,30,INSTITUTO SUDCALIFORNIANO DE LA JUVENTUD,18,6,12
3,03,31,INSTITUTO SUDCALIFORNIANO DEL DEPORTE,182,130,52
3,03,32,INSTITUTO SUDCALIFORNIANO DE CULTURA,317,183,134
3,03,33,INSTITUTO SUDCALIFORNIANO DE LAS MUJERES,65,13,52
3,03,34,INSTITUTO SUDCALIFORNIANO PARA LA INCLUSION DE PERSONAS CON DISCAPACIDAD,11,7,4
3,03,35,INSTITUTO ESTATAL DE RADIO Y TELEVISION,51,28,23
3,03,36,INSTITUTO DE CAPACITACION PARA LOS TRABAJADORES DEL ESTADO DE BAJA CALIFORNIA SUR,58,22,36
3,03,37,PATRONATO DEL ESTUDIANTE SUDCALIFORNIANO,46,15,31
3,03,38,SISTEMA ESTATAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,389,109,280
4,04,1,OFICINA DEL GOBERNADOR,188,100,88
4,04,2,SECRETARIA GENERAL DE GOBIERNO,221,115,106
4,04,3,SECRETARIA DE FINANZAS,185,93,92
4,04,4,SECRETARIA DE ADMINISTRACION E INNOVACION GUBERNAMENTAL,300,180,120
4,04,5,SECRETARIA DE LA CONTRALORIA,122,57,65
4,04,6,SECRETARIA DE PLANEACION,52,27,25
4,04,7,SECRETARIA DE EDUCACION,11913,5112,6801
4,04,8,SECRETARIA DE CULTURA,241,146,95
4,04,9,SECRETARIA DE SALUD,331,169,162
4,04,10,SECRETARIA DE DESARROLLO SOCIAL Y HUMANO,190,102,88
4,04,11,SECRETARIA DE DESARROLLO ENERGETICO SUSTENTABLE,13,6,7
4,04,12,SECRETARIA DE DESARROLLO ECONOMICO,43,25,18
4,04,13,SECRETARIA DE DESARROLLO RURAL,160,91,69
4,04,14,SECRETARIA DE PESCA Y ACUACULTURA,36,22,14
4,04,15,SECRETARIA DE MEDIO AMBIENTE BIODIVERSIDAD Y CAMBIO CLIMATICO,49,25,24
4,04,16,SECRETARIA DE DESARROLLO URBANO OBRAS PUBLICAS E INFRAESTRUCTURA,381,295,86
4,04,17,SECRETARIA DE TURISMO,82,39,43
4,04,18,SECRETARIA DE TRABAJO Y PREVISION SOCIAL,126,51,75
4,04,19,SECRETARIA DE SEGURIDAD PUBLICA,1565,1293,272
4,04,20,SECRETARIA DE PROTECCION CIVIL,103,73,30
4,04,21,CONSEJERIA JURIDICA,20,10,10
4,04,22,FISCALIA GENERAL DEL ESTADO DE CAMPECHE,834,465,369
4,04,23,CONSEJO ESTATAL DE POBLACION DE CAMPECHE,18,7,11
4,04,24,CONSEJO ESTATAL DE SEGURIDAD PUBLICA EN EL ESTADO DE CAMPECHE,113,77,36
4,04,25,INSTITUTO ESTATAL DEL TRANSPORTE DEL ESTADO DE CAMPECHE,22,16,6
4,04,26,ARCHIVO GENERAL DEL ESTADO DE CAMPECHE,19,8,11
4,04,27,SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL DE PROTECCION INTEGRAL DE LOS DERECHOS DE NIÑAS NIÑOS Y ADOLESCENTES,5,1,4
4,04,28,COMISION LOCAL DE BUSQUEDA DE PERSONAS DEL ESTADO DE CAMPECHE,2,1,1
4,04,29,SERVICIO DE ADMINISTRACION FISCAL DEL ESTADO DE CAMPECHE,260,152,108
4,04,30,COMISION DE CONCILIACION Y ARBITRAJE MEDICO DEL ESTADO DE CAMPECHE,12,4,8
4,04,31,JUNTA ESTATAL DE ASISTENCIA PRIVADA,4,0,4
4,04,32,INSTITUTO CAMPECHANO DEL EMPRENDEDOR,7,1,6
4,04,33,INSTITUTO PARA EL DESARROLLO DE LA MICRO PEQUEÑA Y MEDIANA EMPRESA,13,6,7
4,04,34,PROMOTORA DE PRODUCTOS Y SERVICIOS DE CAMPECHE,9,7,2
4,04,35,COMISION DE MEJORA REGULATORIA DEL ESTADO DE CAMPECHE,4,1,3
4,04,36,COORDINACION GENERAL DE SEGURIDAD PUBLICA VIALIDAD Y TRANSPORTE DEL ESTADO DE CAMPECHE,108,100,8
4,04,37,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE CAMPECHE,NSS,NSS,NSS
4,04,38,INSTITUTO DE CAPACITACION PARA EL TRABAJO DEL ESTADO DE CAMPECHE,NSS,NSS,NSS
4,04,39,COLEGIO DE BACHILLERES DEL ESTADO DE CAMPECHE,NSS,NSS,NSS
4,04,40,UNIVERSIDAD TECNOLOGICA DE CAMPECHE,NSS,NSS,NSS
4,04,41,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE CAMPECHE,NSS,NSS,NSS
4,04,42,INSTITUTO ESTATAL DE LA EDUCACION PARA LOS ADULTOS DEL ESTADO DE CAMPECHE,NSS,NSS,NSS
4,04,43,INSTITUTO TECNOLOGICO SUPERIOR DE CALKINI EN EL ESTADO DE CAMPECHE,NSS,NSS,NSS
4,04,44,INSTITUTO TECNOLOGICO SUPERIOR DE ESCARCEGA,128,65,63
4,04,45,INSTITUTO TECNOLOGICO SUPERIOR DE CHAMPOTON,NSS,NSS,NSS
4,04,46,UNIVERSIDAD TECNOLOGICA DE CANDELARIA,NSS,NSS,NSS
4,04,47,INSTITUTO TECNOLOGICO SUPERIOR DE HOPELCHEN,NSS,NSS,NSS
4,04,48,UNIVERSIDAD TECNOLOGICA DE CALAKMUL,NSS,NSS,NSS
4,04,49,UNIVERSIDAD AUTONOMA DE CAMPECHE,NSS,NSS,NSS
4,04,50,UNIVERSIDAD AUTONOMA DEL CARMEN,NSS,NSS,NSS
4,04,51,INSTITUTO CAMPECHANO,NSS,NSS,NSS
4,04,52,FUNDACION PABLO GARCIA,16,11,5
4,04,53,CONSEJO ESTATAL DE INVESTIGACION CIENTIFICA Y DESARROLLO TECNOLOGICO,4,3,1
4,04,54,INSTITUTO DE LA INFRAESTRUCTURA FISICA EDUCATIVA DEL ESTADO DE CAMPECHE,42,24,18
4,04,55,PROMOTORA DE EVENTOS ARTISTICOS CULTURALES Y DE CONVENCIONES DEL ESTADO DE CAMPECHE,38,17,21
4,04,56,INSTITUTO ESTATAL PARA EL FOMENTO DE LAS ACTIVIDADES ARTESANALES EN CAMPECHE,49,19,30
4,04,57,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE CAMPECHE,697,271,426
4,04,58,INSTITUTO DEL DEPORTE DEL ESTADO DE CAMPECHE,90,53,37
4,04,59,INSTITUTO DE LA MUJER DEL ESTADO DE CAMPECHE,16,4,12
4,04,60,INSTITUTO DE LA JUVENTUD DEL ESTADO DE CAMPECHE,15,8,7
4,04,61,HOSPITAL DOCTOR MANUEL CAMPOS,238,97,141
4,04,62,HOSPITAL PSIQUIATRICO DE CAMPECHE,109,52,57
4,04,63,INSTITUTO DE SERVICIOS DESCENTRALIZADOS DE SALUD PUBLICA DEL ESTADO DE CAMPECHE,4002,1724,2278
4,04,64,REGIMEN ESTATAL DE PROTECCION SOCIAL EN SALUD EN CAMPECHE,NSS,NSS,NSS
4,04,65,SISTEMA DE ATENCION A NIÑOS NIÑAS Y ADOLESCENTES FARMACODEPENDIENTES DEL ESTADO DE CAMPECHE VIDA NUEVA,82,32,50
4,04,66,COMISION DE AGUA POTABLE Y ALCANTARILLADO DEL ESTADO DE CAMPECHE,48,28,20
4,04,67,PROMOTORA PARA LA CONSERVACION Y DESARROLLO SUSTENTABLE DEL ESTADO DE CAMPECHE,20,10,10
4,04,68,COMISION ESTATAL DE DESARROLLO DE SUELO Y VIVIENDA,119,65,54
4,04,69,INSTITUTO DE DESARROLLO Y FORMACION SOCIAL,47,28,19
4,04,70,SISTEMA DE TELEVISION Y RADIO DE CAMPECHE,NSS,NSS,NSS
4,04,71,INSTITUTO DE INFORMACION ESTADISTICA GEOGRAFICA Y CATASTRAL DEL ESTADO DE CAMPECHE,36,24,12
4,04,72,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO DE CAMPECHE,215,70,145
4,04,73,INSTITUTO DE ACCESO A LA JUSTICIA DEL ESTADO DE CAMPECHE,76,30,46
4,04,74,CENTRO DE CONCILIACION LABORAL EN EL ESTADO,48,18,30
4,04,75,AGENCIA DE ENERGIA DEL ESTADO DE CAMPECHE,5,4,1
4,04,76,SECRETARIA EJECUTIVA DEL SISTEMA ANTICORRUPCION,7,4,3
4,04,77,FIDEICOMISO FONDO CAMPECHE,NSS,NSS,NSS
4,04,78,FIDEICOMISO DE INVERSION DEL IMPUESTO DEL 2 SOBRE NOMINA,NSS,NSS,NSS
4,04,79,FIDEICOMISO FONDO DE FOMENTO AGROPECUARIO DEL ESTADO DE CAMPECHE,NSS,NSS,NSS
5,05,1,OFICINAS DEL EJECUTIVO,270,142,128
5,05,2,SECRETARIA DE GOBIERNO,681,295,386
5,05,3,COORDINACION DE COMUNICACION E IMAGEN INSTITUCIONAL,65,35,30
5,05,4,SECRETARIA DE FINANZAS,493,246,247
5,05,5,ADMINISTRACION FISCAL GENERAL,1031,510,521
5,05,6,SECRETARIA DE ECONOMIA,46,21,25
5,05,7,SECRETARIA DE EDUCACION,238,95,143
5,05,8,SECRETARIA DE INCLUSION Y DESARROLLO SOCIAL,260,144,116
5,05,9,SECRETARIA DE SEGURIDAD PUBLICA,2410,1796,614
5,05,10,SECRETARIA DE SALUD,84,34,50
5,05,11,SECRETARIA DE INFRAESTRUCTURA DESARROLLO URBANO Y MOVILIDAD,350,208,142
5,05,12,SECRETARIA DE DESARROLLO RURAL,113,66,47
5,05,13,SECRETARIA DE FISCALIZACION Y RENDICION DE CUENTAS,92,42,50
5,05,14,SECRETARIA DE MEDIO AMBIENTE,181,81,100
5,05,15,SECRETARIA DE CULTURA,457,264,193
5,05,16,SECRETARIA DEL TRABAJO,319,126,193
5,05,17,SECRETARIA DE VIVIENDA Y ORDENAMIENTO TERRITORIAL,24,14,10
5,05,18,SECRETARIA DE TURISMO Y DESARROLLO DE PUEBLOS MAGICOS,43,17,26
5,05,19,INSTITUTO COAHUILENSE DE LAS MUJERES,35,5,30
5,05,20,PROCURADURIA PARA NIÑOS NIÑAS Y LA FAMILIA,79,23,56
5,05,21,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA Y PROTECCION DE DERECHOS DEL ESTADO DE COAHUILA,582,184,398
5,05,22,CENTRO DE JUSTICIA Y EMPODERAMIENTO PARA LAS MUJERES DEL ESTADO DE COAHUILA DE ZARAGOZA,108,19,89
5,05,23,COMISION EJECUTIVA ESTATAL DE ATENCION A VICTIMAS,45,16,29
5,05,24,COAHUILA RADIO,30,18,12
5,05,25,INSTITUTO DE PENSIONES PARA LOS TRABAJADORES AL SERVICIO DEL ESTADO,61,26,35
5,05,26,INSTITUTO REGISTRAL Y CATASTRAL DEL ESTADO DE COAHUILA DE ZARAGOZA,71,43,28
5,05,27,INSTITUTO COAHUILENSE DE ADULTOS MAYORES,6,3,3
5,05,28,PROMOTORA PARA EL DESARROLLO RURAL DE COAHUILA,43,40,3
5,05,29,COMISION ESTATAL PARA LA REGULARIZACION DE LA TENENCIA DE LA TIERRA URBANA Y RUSTICA DE COAHUILA,77,40,37
5,05,30,COMISION ESTATAL DE LA VIVIENDA,57,28,29
5,05,31,SERVICIOS ESTATALES AEROPORTUARIOS,112,81,31
5,05,32,SERVICIOS DE SALUD COAHUILA,8689,3532,5157
5,05,33,INSTITUTO DE SERVICIOS DE SALUD REHABILITACION Y EDUCACION ESPECIAL E INTEGRAL,155,62,93
5,05,34,COMISION ESTATAL DE AGUAS Y SANEAMIENTO DE COAHUILA,71,53,18
5,05,35,INSTITUTO DE CAPACITACION PARA EL TRABAJO DEL ESTADO DE COAHUILA,131,41,90
5,05,36,CONSEJO ESTATAL DE CIENCIA Y TECNOLOGIA DEL ESTADO DE COAHUILA,23,12,11
5,05,37,INSTITUTO ESTATAL DEL DEPORTE DE COAHUILA,164,119,45
5,05,38,INSTITUTO ESTATAL DE EDUCACION PARA LOS ADULTOS,856,306,550
5,05,39,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE COAHUILA,1285,647,638
5,05,40,COLEGIO DE BACHILLERES DE COAHUILA,1169,491,678
5,05,41,COLEGIO DE EDUCACION PROFESIONAL TECNOLOGICA DEL ESTADO DE COAHUILA,826,441,385
5,05,42,INSTITUTO COAHUILENSE DE INFRAESTRUCTURA FISICA EDUCATIVA,72,40,32
5,05,43,INSTITUTO TECNOLOGICO DE ESTUDIOS SUPERIORES DE REGION CARBONIFERA,185,98,87
5,05,44,INSTITUTO TECNOLOGICO SUPERIOR DE CIUDAD ACUÑA,165,106,59
5,05,45,INSTITUTO TECNOLOGICO DE ESTUDIOS SUPERIORES DE MONCLOVA,169,98,71
5,05,46,INSTITUTO TECNOLOGICO SUPERIOR DE MELCHOR MUZQUIZ,111,69,42
5,05,47,INSTITUTO TECNOLOGICO SUPERIOR DE SAN PEDRO COAHUILA,133,76,57
5,05,48,UNIVERSIDAD TECNOLOGICA DE COAHUILA,248,126,122
5,05,49,UNIVERSIDAD TECNOLOGICA DEL NORTE DE COAHUILA,170,84,86
5,05,50,UNIVERSIDAD TECNOLOGICA DE LA REGION DEL CENTRO DE COAHUILA,238,119,119
5,05,51,UNIVERSIDAD TECNOLOGICA DE TORREON,361,200,161
5,05,52,UNIVERSIDAD TECNOLOGICA DE SALTILLO,56,29,27
5,05,53,UNIVERSIDAD TECNOLOGICA DE PARRAS,74,37,37
5,05,54,UNIVERSIDAD TECNOLOGICA DE LA REGION CARBONIFERA,56,33,23
5,05,55,UNIVERSIDAD POLITECNICA DE LA REGION LAGUNA,66,43,23
5,05,56,UNIVERSIDAD POLITECNICA DE RAMOS ARIZPE,50,20,30
5,05,57,UNIVERSIDAD POLITECNICA DE PIEDRAS NEGRAS,71,32,39
5,05,58,UNIVERSIDAD POLITECNICA DE MONCLOVA FRONTERA,61,32,29
5,05,59,UNIVERSIDAD TECNOLOGICA DE CIUDAD ACUÑA,35,21,14
6,06,1,OFICINA DE LA GUBERNATURA,96,51,45
6,06,2,SECRETARIA GENERAL DE GOBIERNO,253,102,151
6,06,3,SECRETARIA DE PLANEACION FINANZAS Y ADMINISTRACION,521,293,228
6,06,4,SECRETARIA DE BIENESTAR SOCIAL INCLUSION SOCIAL Y MUJERES,24,13,11
6,06,5,SECRETARIA DE INFRAESTRUCTURA DESARROLLO URBANO Y MOVILIDAD,235,160,75
6,06,6,SECRETARIA DE DESARROLLO ECONOMICO,177,101,76
6,06,7,SECRETARIA DE EDUCACION Y CULTURA,10939,4086,6853
6,06,8,SECRETARIA DE SALUD Y BIENESTAR,4343,1807,2536
6,06,9,SECRETARIA DE SEGURIDAD PUBLICA,1596,995,601
6,06,10,CONSEJERIA JURIDICA DEL PODER EJECUTIVO DEL ESTADO,50,28,22
6,06,11,CONTRALORIA GENERAL DEL ESTADO,18,10,8
6,06,12,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA EN EL ESTADO DE COLIMA,401,134,267
6,06,13,INSTITUTO COLIMENSE DEL DEPORTE,91,65,26
6,06,14,INSTITUTO PARA LA ATENCION DE LOS ADULTOS MAYORES,3,1,2
6,06,15,INSTITUTO COLIMENSE DE INFRAESTRUCTURA FISICA EDUCATIVA,12,7,5
